,0,1,2,3
202003010512,枠連,3 - 5,2060,8
202003010512,馬連,3 - 7,2360,9
202003010512,ワイド,3 - 7br3 - 10br7 - 10,"760br7,250br10,730",8br57br69
202003010512,馬単,3 → 7,3820,14
202003010512,三連複,3 - 7 - 10,53000,134
202003010512,三連単,3 → 7 → 10,222230,564
202007030302,単勝,10,490,2
202007030302,複勝,10br9br8,170br210br110,3br5br1
202007030302,枠連,7 - 7,2160,7
202007030302,馬連,9 - 10,1050,4
202007030302,ワイド,9 - 10br8 - 10br8 - 9,900br310br420,10br3br4
202007030302,馬単,10 → 9,4150,16
202007030302,三連複,8 - 9 - 10,1870,5
202007030302,三連単,10 → 9 → 8,13460,39
202009050807,単勝,13,1360,5
202009050807,複勝,13br3br10,330br120br320,6br1br5
202009050807,枠連,3 - 8br7 - 8,520br810,4br8
202009050807,馬連,3 - 13br10 - 13,"700br4,360",5br28
202009050807,ワイド,3 - 13br10 - 13br3 - 10,"560br1,870br560",5br23br6
202009050807,馬単,13 → 3br13 → 10,"2,140br9,670",12br55
202009050807,三連複,3 - 10 - 13,4990,17
202009050807,三連単,13 → 3 → 10br13 → 10 → 3,"18,300br27,450",118br176
202009030112,単勝,5,180,1
202009030112,複勝,5br16br3,130br230br800,1br4br11
202009030112,枠連,3 - 8,470,1
202009030112,馬連,5 - 16,980,3
202009030112,ワイド,5 - 16br3 - 5br3 - 16,"440br2,890br5,210",3br34br51
202009030112,馬単,5 → 16,1230,3
202009030112,三連複,3 - 5 - 16,17080,53
202009030112,三連単,5 → 16 → 3,40430,115
202109010112,単勝,1,250,1
202109010112,複勝,1br4br9,120br130br220,1br2br6
202109010112,枠連,1 - 4,400,1
202109010112,馬連,1 - 4,420,1
202109010112,ワイド,1 - 4br1 - 9br4 - 9,210br600br610,1br10br11
202109010112,馬単,1 → 4,590,1
202109010112,三連複,1 - 4 - 9,1430,5
202109010112,三連単,1 → 4 → 9,4750,12
202005020208,単勝,12,410,2
202005020208,複勝,12br4br9,160br190br480,1br4br6
202005020208,枠連,2 - 6,860,2
202005020208,馬連,4 - 12,1190,3
202005020208,ワイド,4 - 12br9 - 12br4 - 9,"490br1,770br2,000",3br13br19
202005020208,馬単,12 → 4,2000,4
202005020208,三連複,4 - 9 - 12,7900,15
202005020208,三連単,12 → 4 → 9,30140,68
202107010406,単勝,4,870,5
202107010406,複勝,4br9br6,180br200br160,3br4br2
202107010406,枠連,4 - 7,2710,12
202107010406,馬連,4 - 9,2500,10
202107010406,ワイド,4 - 9br4 - 6br6 - 9,880br470br500,11br4br5
202107010406,馬単,4 → 9,5220,21
202107010406,三連複,4 - 6 - 9,3400,11
202107010406,三連単,4 → 9 → 6,22680,80
202007010710,単勝,2,300,1
202007010710,複勝,2br4br6,160br400br930,1br5br12
202007010710,枠連,2 - 4,3270,17
202007010710,馬連,2 - 4,3290,12
202007010710,ワイド,2 - 4br2 - 6br4 - 6,"1,190br2,020br6,440",12br24br59
202007010710,馬単,2 → 4,5490,18
202007010710,三連複,2 - 4 - 6,22510,84
202007010710,三連単,2 → 4 → 6,105480,390
202106030310,単勝,14,430,2
202106030310,複勝,14br16br6,140br150br180,1br2br4
202106030310,枠連,7 - 8,630,3
202106030310,馬連,14 - 16,860,1
202106030310,ワイド,14 - 16br6 - 14br6 - 16,340br600br610,1br5br6
202106030310,馬単,14 → 16,1730,3
202106030310,三連複,6 - 14 - 16,1900,2
202106030310,三連単,14 → 16 → 6,6240,1
202008020105,単勝,12,950,4
202008020105,複勝,12br6br8,170br170br110,3br4br1
202008020105,枠連,5 - 8,2690,10
202008020105,馬連,6 - 12,3130,11
202008020105,ワイド,6 - 12br8 - 12br6 - 8,710br250br300,9br1br3
202008020105,馬単,12 → 6,7130,22
202008020105,三連複,6 - 8 - 12,1390,3
202008020105,三連単,12 → 6 → 8,16850,58
202109020108,単勝,2,2450,7
202109020108,複勝,2br8br7,410br170br440,7br2br8
202109020108,枠連,2 - 6,3050,9
202109020108,馬連,2 - 8,3410,13
202109020108,ワイド,2 - 8br2 - 7br7 - 8,"1,280br3,510br1,130",16br36br15
202109020108,馬単,2 → 8,9890,36
202109020108,三連複,2 - 7 - 8,19020,62
202109020108,三連単,2 → 8 → 7,143850,402
202004040107,単勝,16,430,2
202004040107,複勝,16br12br5,170br150br250,2br1br5
202004040107,枠連,6 - 8,570,1
202004040107,馬連,12 - 16,810,1
202004040107,ワイド,12 - 16br5 - 16br5 - 12,"350br1,110br740",1br12br7
202004040107,馬単,16 → 12,1610,2
202004040107,三連複,5 - 12 - 16,3610,6
202004040107,三連単,16 → 12 → 5,16640,23
202105030105,単勝,7,110,1
202105030105,複勝,7br3br1,110br200br800,1br4br8
202105030105,枠連,3 - 6,510,2
202105030105,馬連,3 - 7,530,2
202105030105,ワイド,3 - 7br1 - 7br1 - 3,"300br1,160br5,410",2br12br32
202105030105,馬単,7 → 3,560,2
202105030105,三連複,1 - 3 - 7,6100,18
202105030105,三連単,7 → 3 → 1,11780,36
202010010804,単勝,7,500,3
202010010804,複勝,7br6br12,180br160br220,3br2br5
202010010804,枠連,3 - 4,440,1
202010010804,馬連,6 - 7,940,3
202010010804,ワイド,6 - 7br7 - 12br6 - 12,420br830br690,3br12br7
202010010804,馬単,7 → 6,2090,7
202010010804,三連複,6 - 7 - 12,3550,10
202010010804,三連単,7 → 6 → 12,14630,36
202008020808,単勝,9,3470,10
202008020808,複勝,9br10br15,"640br640br1,780",9br10br12
202008020808,枠連,5 - 5,34930,33
202008020808,馬連,9 - 10,28320,54
202008020808,ワイド,9 - 10br9 - 15br10 - 15,"5,270br11,740br16,230",47br73br85
202008020808,馬単,9 → 10,45690,103
202008020808,三連複,9 - 10 - 15,370030,369
202008020808,三連単,9 → 10 → 15,2339740,2136
202008020104,単勝,8,170,1
202008020104,複勝,8br11br4,110br110br280,1br2br6
202008020104,枠連,7 - 8,210,1
202008020104,馬連,8 - 11,180,1
202008020104,ワイド,8 - 11br4 - 8br4 - 11,130br470br630,1br7br10
202008020104,馬単,8 → 11,270,1
202008020104,三連複,4 - 8 - 11,750,4
202008020104,三連単,8 → 11 → 4,2190,6
202005030608,単勝,6,170,1
202005030608,複勝,6br1br4,110br660br260,1br9br4
202005030608,枠連,1 - 6,3710,12
202005030608,馬連,1 - 6,3050,10
202005030608,ワイド,1 - 6br4 - 6br1 - 4,"980br450br2,950",11br3br27
202005030608,馬単,6 → 1,3660,11
202005030608,三連複,1 - 4 - 6,6110,18
202005030608,三連単,6 → 1 → 4,21090,64
202109020109,単勝,5,320,1
202109020109,複勝,5br3br9,140br390br180,1br7br4
202109020109,枠連,3 - 5,3310,14
202109020109,馬連,3 - 5,3430,14
202109020109,ワイド,3 - 5br5 - 9br3 - 9,"1,050br370br980",16br5br14
202109020109,馬単,5 → 3,5380,20
202109020109,三連複,3 - 5 - 9,4260,20
202109020109,三連単,5 → 3 → 9,22400,78
202009040401,単勝,5,130,1
202009040401,複勝,5br9br1,110br390br440,1br5br7
202009040401,枠連,5 - 8,1060,3
202009040401,馬連,5 - 9,1720,4
202009040401,ワイド,5 - 9br1 - 5br1 - 9,"530br760br6,340",5br8br32
202009040401,馬単,5 → 9,2370,7
202009040401,三連複,1 - 5 - 9,11460,26
202009040401,三連単,5 → 9 → 1,32180,74
202109020110,単勝,9,270,1
202109020110,複勝,9br8br10,150br170br240,1br3br4
202109020110,枠連,7 - 7,860,3
202109020110,馬連,8 - 9,920,1
202109020110,ワイド,8 - 9br9 - 10br8 - 10,390br730br970,1br6br13
202109020110,馬単,9 → 8,1620,2
202109020110,三連複,8 - 9 - 10,2360,2
202109020110,三連単,9 → 8 → 10,7180,3
202006030312,単勝,6,500,3
202006030312,複勝,6br4br11,"230br280br3,100",3br5br14
202006030312,枠連,2 - 3,1260,7
202006030312,馬連,4 - 6,1820,5
202006030312,ワイド,4 - 6br6 - 11br4 - 11,"760br13,820br14,160",6br74br75
202006030312,馬単,6 → 4,3280,8
202006030312,三連複,4 - 6 - 11,85030,195
202006030312,三連単,6 → 4 → 11,276340,779
202006030311,単勝,4,1020,4
202006030311,複勝,4br5br6,330br870br390,4br12br5
202006030311,枠連,2 - 3,2240,10
202006030311,馬連,4 - 5,22560,63
202006030311,ワイド,4 - 5br4 - 6br5 - 6,"5,490br1,960br5,990",61br18br65
202006030311,馬単,4 → 5,38750,116
202006030311,三連複,4 - 5 - 6,69040,201
202006030311,三連単,4 → 5 → 6,419280,1131
202007020902,単勝,16,1870,7
202007020902,複勝,16br10br4,580br170br310,8br1br6
202007020902,枠連,5 - 8,990,4
202007020902,馬連,10 - 16,5320,18
202007020902,ワイド,10 - 16br4 - 16br4 - 10,"2,030br2,390br860",24br31br10
202007020902,馬単,16 → 10,12170,42
202007020902,三連複,4 - 10 - 16,15890,57
202007020902,三連単,16 → 10 → 4,110420,349
202105020712,単勝,3,550,4
202105020712,複勝,3br5br8,160br110br170,3br1br4
202105020712,枠連,3 - 5,740,3
202105020712,馬連,3 - 5,690,3
202105020712,ワイド,3 - 5br3 - 8br5 - 8,270br530br260,3br8br2
202105020712,馬単,3 → 5,1860,8
202105020712,三連複,3 - 5 - 8,1190,3
202105020712,三連単,3 → 5 → 8,9180,29
202008030906,単勝,6,200,1
202008030906,複勝,6br2br12,120br320br210,1br6br4
202008030906,枠連,2 - 5,1600,7
202008030906,馬連,2 - 6,1780,7
202008030906,ワイド,2 - 6br6 - 12br2 - 12,"660br410br1,900",9br3br21
202008030906,馬単,6 → 2,2610,9
202008030906,三連複,2 - 6 - 12,4220,13
202008030906,三連単,6 → 2 → 12,15430,47
202105030106,単勝,7,1410,6
202105030106,複勝,7br10br11,350br200br220,6br3br4
202105030106,枠連,5 - 6,1230,5
202105030106,馬連,7 - 10,5380,18
202105030106,ワイド,7 - 10br7 - 11br10 - 11,"1,690br1,000br560",21br14br6
202105030106,馬単,7 → 10,11500,40
202105030106,三連複,7 - 10 - 11,8130,29
202105030106,三連単,7 → 10 → 11,68780,220
202106020102,単勝,15,480,2
202106020102,複勝,15br2br3,150br110br250,2br1br5
202106020102,枠連,1 - 8,340,1
202106020102,馬連,2 - 15,340,1
202106020102,ワイド,2 - 15br3 - 15br2 - 3,180br970br360,1br12br3
202106020102,馬単,15 → 2,920,3
202106020102,三連複,2 - 3 - 15,1210,3
202106020102,三連単,15 → 2 → 3,6200,14
202005010301,単勝,13,830,3
202005010301,複勝,13br2br7,300br460br220,6br7br2
202005010301,枠連,1 - 7,3210,11
202005010301,馬連,2 - 13,6750,23
202005010301,ワイド,2 - 13br7 - 13br2 - 7,"1,820br910br1,540",21br10br19
202005010301,馬単,13 → 2,10810,38
202005010301,三連複,2 - 7 - 13,10950,34
202005010301,三連単,13 → 2 → 7,77450,251
202008031109,単勝,4,200,1
202008031109,複勝,4br5,130br150,1br2
202008031109,馬連,4 - 5,380,2
202008031109,ワイド,4 - 5br2 - 4br2 - 5,150br160br200,1br2br4
202008031109,馬単,4 → 5,650,1
202008031109,三連複,2 - 4 - 5,340,1
202008031109,三連単,4 → 5 → 2,1570,2
202004040111,単勝,2,410,2
202004040111,複勝,2br1br6,190br470br290,2br8br6
202004040111,枠連,1 - 2,9370,20
202004040111,馬連,1 - 2,10530,28
202004040111,ワイド,1 - 2br2 - 6br1 - 6,"2,830br640br3,690",29br8br34
202004040111,馬単,2 → 1,14950,48
202004040111,三連複,1 - 2 - 6,27040,68
202004040111,三連単,2 → 1 → 6,168530,400
202010011102,単勝,9,520,2
202010011102,複勝,9br13br5,"170br2,160br110",2br13br1
202010011102,枠連,5 - 7,2940,10
202010011102,馬連,9 - 13,47870,56
202010011102,ワイド,9 - 13br5 - 9br5 - 13,"10,410br260br3,850",58br1br38
202010011102,馬単,9 → 13,76170,99
202010011102,三連複,5 - 9 - 13,19380,52
202010011102,三連単,9 → 13 → 5,242310,486
202105030107,単勝,8,3170,10
202105030107,複勝,8br16br15,950br410br240,11br6br3
202105030107,枠連,4 - 8,3070,16
202105030107,馬連,8 - 16,20110,49
202105030107,ワイド,8 - 16br8 - 15br15 - 16,"5,420br4,600br1,750",49br44br21
202105030107,馬単,8 → 16,47090,106
202105030107,三連複,8 - 15 - 16,62860,162
202105030107,三連単,8 → 16 → 15,489380,1076
202107010410,単勝,14,11480,14
202107010410,複勝,14br12br2,"2,030br170br470",15br2br7
202107010410,枠連,6 - 7,1100,3
202107010410,馬連,12 - 14,20060,44
202107010410,ワイド,12 - 14br2 - 14br2 - 12,"5,420br29,270br1,350",46br105br12
202107010410,馬単,14 → 12,60380,104
202107010410,三連複,2 - 12 - 14,133900,220
202107010410,三連単,14 → 12 → 2,1242830,1433
202007020810,単勝,8,1170,5
202007020810,複勝,8br2br5,"370br200br1,080",7br2br9
202007020810,枠連,2 - 7,2760,10
202007020810,馬連,2 - 8,2500,10
202007020810,ワイド,2 - 8br5 - 8br2 - 5,"880br4,250br2,760",10br33br30
202007020810,馬単,8 → 2,6260,23
202007020810,三連複,2 - 5 - 8,21850,60
202007020810,三連単,8 → 2 → 5,110460,310
202005030404,単勝,16,4140,9
202005030404,複勝,16br10br4,"900br2,610br200",9br13br2
202005030404,枠連,5 - 8,22490,33
202005030404,馬連,10 - 16,140280,87
202005030404,ワイド,10 - 16br4 - 16br4 - 10,"31,290br1,980br5,970",85br21br50
202005030404,馬単,16 → 10,317860,175
202005030404,三連複,4 - 10 - 16,145570,197
202005030404,三連単,16 → 10 → 4,1422200,1389
202105030109,単勝,7,380,2
202105030109,複勝,7br9br8,150br210br170,2br5br3
202105030109,枠連,7 - 8,930,3
202105030109,馬連,7 - 9,1430,6
202105030109,ワイド,7 - 9br7 - 8br8 - 9,490br430br850,6br4br14
202105030109,馬単,7 → 9,2820,10
202105030109,三連複,7 - 8 - 9,2870,9
202105030109,三連単,7 → 9 → 8,15960,54
202004040109,単勝,4,3860,9
202004040109,複勝,4br5br7,790br140br420,10br1br6
202004040109,枠連,4 - 4,4810,15
202004040109,馬連,4 - 5,4560,15
202004040109,ワイド,4 - 5br4 - 7br5 - 7,"1,860br5,320br1,000",20br46br8
202004040109,馬単,4 → 5,14760,47
202004040109,三連複,4 - 5 - 7,20800,66
202004040109,三連単,4 → 5 → 7,187550,489
202106010501,単勝,5,5740,11
202106010501,複勝,5br3br11,"1,880br510br590",11br5br6
202106010501,枠連,2 - 3,6390,17
202106010501,馬連,3 - 5,31530,49
202106010501,ワイド,3 - 5br5 - 11br3 - 11,"8,750br10,430br3,070",50br54br25
202106010501,馬単,5 → 3,82330,101
202106010501,三連複,3 - 5 - 11,142310,174
202106010501,三連単,5 → 3 → 11,951300,1031
202007030410,単勝,7,610,4
202007030410,複勝,7br2br4,170br250br120,4br5br1
202007030410,馬連,2 - 7,4040,14
202007030410,ワイド,2 - 7br4 - 7br2 - 4,910br260br540,14br3br8
202007030410,馬単,7 → 2,7580,26
202007030410,三連複,2 - 4 - 7,2520,10
202007030410,三連単,7 → 2 → 4,19110,65
202005020802,単勝,3,1500,7
202005020802,複勝,3br13br14,340br140br350,6br1br7
202005020802,枠連,2 - 7,1330,6
202005020802,馬連,3 - 13,1360,5
202005020802,ワイド,3 - 13br3 - 14br13 - 14,"540br2,160br530",6br20br5
202005020802,馬単,3 → 13,3830,17
202005020802,三連複,3 - 13 - 14,4520,14
202005020802,三連単,3 → 13 → 14,34920,111
202006020406,単勝,1,150,1
202006020406,複勝,1br8br9,110br390br200,1br6br3
202006020406,枠連,1 - 8,580,2
202006020406,馬連,1 - 8,1950,6
202006020406,ワイド,1 - 8br1 - 9br8 - 9,"670br310br1,720",7br2br17
202006020406,馬単,1 → 8,2480,7
202006020406,三連複,1 - 8 - 9,3720,10
202006020406,三連単,1 → 8 → 9,11670,36
202106030609,単勝,4,190,1
202106030609,複勝,4br3br1,110br130br120,1br3br2
202106030609,枠連,3 - 4,540,2
202106030609,馬連,3 - 4,540,2
202106030609,ワイド,3 - 4br1 - 4br1 - 3,200br170br230,2br1br3
202106030609,馬単,4 → 3,730,2
202106030609,三連複,1 - 3 - 4,470,1
202106030609,三連単,4 → 3 → 1,1790,2
202106030312,単勝,9,1780,8
202106030312,複勝,9br6br12,360br140br290,7br1br5
202106030312,枠連,3 - 5,1520,6
202106030312,馬連,6 - 9,3220,11
202106030312,ワイド,6 - 9br9 - 12br6 - 12,"1,090br2,250br600",11br26br5
202106030312,馬単,9 → 6,9170,32
202106030312,三連複,6 - 9 - 12,7840,24
202106030312,三連単,9 → 6 → 12,63480,199
202005030402,単勝,10,520,2
202005030402,複勝,10br12br1,190br260br500,2br4br8
202005030402,枠連,5 - 6,2100,9
202005030402,馬連,10 - 12,2080,7
202005030402,ワイド,10 - 12br1 - 10br1 - 12,"630br1,490br1,980",5br16br24
202005030402,馬単,10 → 12,3650,11
202005030402,三連複,1 - 10 - 12,11240,38
202005030402,三連単,10 → 12 → 1,52630,164
202006010909,単勝,8,300,1
202006010909,複勝,8br6br7,160br360br180,1br8br2
202006010909,枠連,6 - 7,650,1
202006010909,馬連,6 - 8,3080,16
202006010909,ワイド,6 - 8br7 - 8br6 - 7,970br370br970,18br1br17
202006010909,馬単,8 → 6,4230,20
202006010909,三連複,6 - 7 - 8,3870,13
202006010909,三連単,8 → 6 → 7,20150,72
202109020301,単勝,3,310,2
202109020301,複勝,3br16br1,130br120br160,2br1br4
202109020301,枠連,2 - 8,450,1
202109020301,馬連,3 - 16,490,1
202109020301,ワイド,3 - 16br1 - 3br1 - 16,220br430br380,1br5br3
202109020301,馬単,3 → 16,950,1
202109020301,三連複,1 - 3 - 16,1070,2
202109020301,三連単,3 → 16 → 1,3900,4
202005020801,単勝,3,720,4
202005020801,複勝,3br10br6,"270br190br3,550",6br2br14
202005020801,枠連,2 - 5,1950,11
202005020801,馬連,3 - 10,1920,9
202005020801,ワイド,3 - 10br3 - 6br6 - 10,"920br25,520br12,940",12br77br59
202005020801,馬単,3 → 10,4210,21
202005020801,三連複,3 - 6 - 10,93960,148
202005020801,三連単,3 → 10 → 6,608010,867
202110010406,単勝,13,1080,5
202110010406,複勝,13br16br10,"490br1,120br360",7br13br4
202110010406,枠連,7 - 8,2020,8
202110010406,馬連,13 - 16,32210,77
202110010406,ワイド,13 - 16br10 - 13br10 - 16,"7,470br1,670br7,020",71br17br67
202110010406,馬単,13 → 16,63190,138
202110010406,三連複,10 - 13 - 16,88550,232
202110010406,三連単,13 → 16 → 10,559630,1370
202005030607,単勝,6,630,3
202005030607,複勝,6br11br12,160br110br260,3br1br4
202005030607,枠連,3 - 6,400,1
202005030607,馬連,6 - 11,650,2
202005030607,ワイド,6 - 11br6 - 12br11 - 12,"310br2,150br680",2br25br7
202005030607,馬単,6 → 11,1590,4
202005030607,三連複,6 - 11 - 12,4850,13
202005030607,三連単,6 → 11 → 12,30830,95
202106020101,単勝,15,160,1
202106020101,複勝,15br13br6,110br680br170,1br8br2
202106020101,枠連,7 - 8,1380,6
202106020101,馬連,13 - 15,3650,11
202106020101,ワイド,13 - 15br6 - 15br6 - 13,"1,220br300br3,600",12br2br27
202106020101,馬単,15 → 13,4650,12
202106020101,三連複,6 - 13 - 15,4400,11
202106020101,三連単,15 → 13 → 6,17670,52
202009060812,単勝,1,380,1
202009060812,複勝,1br6br3,150br170br220,1br2br6
202009060812,枠連,1 - 4,420,1
202009060812,馬連,1 - 6,690,1
202009060812,ワイド,1 - 6br1 - 3br3 - 6,320br500br670,1br4br9
202009060812,馬単,1 → 6,1220,1
202009060812,三連複,1 - 3 - 6,1730,3
202009060812,三連単,1 → 6 → 3,7140,7
202001020107,単勝,7,1990,7
202001020107,複勝,7br9br12,430br220br160,7br4br1
202001020107,枠連,6 - 7,4600,20
202001020107,馬連,7 - 9,5750,19
202001020107,ワイド,7 - 9br7 - 12br9 - 12,"1,660br780br450",21br8br4
202001020107,馬単,7 → 9,18340,52
202001020107,三連複,7 - 9 - 12,4920,17
202001020107,三連単,7 → 9 → 12,57560,194
202009060610,単勝,12,1270,5
202009060610,複勝,12br5br11,290br160br450,4br1br8
202009060610,枠連,3 - 6,820,3
202009060610,馬連,5 - 12,1770,5
202009060610,ワイド,5 - 12br11 - 12br5 - 11,"780br2,310br970",5br27br9
202009060610,馬単,12 → 5,5080,17
202009060610,三連複,5 - 11 - 12,6880,19
202009060610,三連単,12 → 5 → 11,48610,142
202010010803,単勝,15,3890,11
202010010803,複勝,15br13br18,"1,300br650br280",13br9br5
202010010803,枠連,7 - 7,3700,13
202010010803,馬連,13 - 15,33860,82
202010010803,ワイド,13 - 15br15 - 18br13 - 18,"7,400br3,830br2,490",73br44br26
202010010803,馬単,15 → 13,90550,184
202010010803,三連複,13 - 15 - 18,61860,185
202010010803,三連単,15 → 13 → 18,457680,1311
202107020207,単勝,1,1930,7
202107020207,複勝,1br2br3,470br190br430,7br2br5
202107020207,枠連,1 - 2,4080,17
202107020207,馬連,1 - 2,4530,16
202107020207,ワイド,1 - 2br1 - 3br2 - 3,"1,340br3,240br1,280",15br33br13
202107020207,馬単,1 → 2,10170,34
202107020207,三連複,1 - 2 - 3,15840,51
202107020207,三連単,1 → 2 → 3,86950,259
202107010412,単勝,1,460,3
202107010412,複勝,1br9br10,"220br220br2,190",3br5br13
202107010412,枠連,1 - 5,1720,8
202107010412,馬連,1 - 9,1590,7
202107010412,ワイド,1 - 9br1 - 10br9 - 10,"680br10,820br10,040",8br61br59
202107010412,馬単,1 → 9,3190,14
202107010412,三連複,1 - 9 - 10,61760,139
202107010412,三連単,1 → 9 → 10,239470,592
202109020303,単勝,9,1040,4
202109020303,複勝,9br16br8,300br410br140,4br6br1
202109020303,枠連,5 - 8,6140,21
202109020303,馬連,9 - 16,10350,27
202109020303,ワイド,9 - 16br8 - 9br8 - 16,"2,880br490br870",29br4br8
202109020303,馬単,9 → 16,19390,49
202109020303,三連複,8 - 9 - 16,6790,22
202109020303,三連単,9 → 16 → 8,70680,203
202110020411,単勝,3,2380,11
202110020411,複勝,3br15br16,610br150br950,11br1br14
202110020411,枠連,2 - 8,2300,9
202110020411,馬連,3 - 15,3150,10
202110020411,ワイド,3 - 15br3 - 16br15 - 16,"1,340br9,640br2,180",12br92br23
202110020411,馬単,3 → 15,9920,31
202110020411,三連複,3 - 15 - 16,32190,106
202110020411,三連単,3 → 15 → 16,231750,731
202006030612,単勝,12,210,1
202006030612,複勝,12br6br16,140br420br510,1br7br9
202006030612,枠連,3 - 6,1480,6
202006030612,馬連,6 - 12,2460,9
202006030612,ワイド,6 - 12br12 - 16br6 - 16,"1,020br880br6,990",10br6br68
202006030612,馬単,12 → 6,3550,11
202006030612,三連複,6 - 12 - 16,15460,51
202006030612,三連単,12 → 6 → 16,56450,177
202009010107,単勝,2,220,1
202009010107,複勝,2br7br3,120br940br170,1br7br3
202009010107,枠連,2 - 7,7080,14
202009010107,馬連,2 - 7,5050,13
202009010107,ワイド,2 - 7br2 - 3br3 - 7,"1,330br290br2,610",13br2br20
202009010107,馬単,2 → 7,7180,23
202009010107,三連複,2 - 3 - 7,7980,20
202009010107,三連単,2 → 7 → 3,35800,94
202009060704,単勝,5,1770,9
202009060704,複勝,5br2br4,500br160br280,9br1br5
202009060704,枠連,1 - 3,3300,16
202009060704,馬連,2 - 5,3820,18
202009060704,ワイド,2 - 5br4 - 5br2 - 4,"1,410br2,470br660",20br31br4
202009060704,馬単,5 → 2,8590,41
202009060704,三連複,2 - 4 - 5,10280,40
202009060704,三連単,5 → 2 → 4,70300,273
202104020610,単勝,12,580,2
202104020610,複勝,12br3br6,190br990br120,2br13br1
202104020610,枠連,2 - 7,5540,16
202104020610,馬連,3 - 12,29620,56
202104020610,ワイド,3 - 12br6 - 12br3 - 6,"7,100br320br2,660",56br1br27
202104020610,馬単,12 → 3,56640,101
202104020610,三連複,3 - 6 - 12,8560,27
202104020610,三連単,12 → 3 → 6,167600,446
202007030411,単勝,15,650,3
202007030411,複勝,15br1br11,220br400br520,2br5br8
202007030411,枠連,1 - 8,1470,5
202007030411,馬連,1 - 15,7050,27
202007030411,ワイド,1 - 15br11 - 15br1 - 11,"2,140br2,660br4,210",26br35br55
202007030411,馬単,15 → 1,13920,48
202007030411,三連複,1 - 11 - 15,43890,151
202007030411,三連単,15 → 1 → 11,280030,883
202105030411,単勝,15,680,3
202105030411,複勝,15br13br7,280br380br220,3br6br2
202105030411,枠連,7 - 7,3550,13
202105030411,馬連,13 - 15,6110,20
202105030411,ワイド,13 - 15br7 - 15br7 - 13,"2,000br1,160br1,470",21br9br13
202105030411,馬単,15 → 13,11170,39
202105030411,三連複,7 - 13 - 15,13090,36
202105030411,三連単,15 → 13 → 7,84860,245
202005050112,単勝,2,180,1
202005050112,複勝,2br4br16,110br220br180,1br4br3
202005050112,枠連,1 - 2,570,2
202005050112,馬連,2 - 4,1170,3
202005050112,ワイド,2 - 4br2 - 16br4 - 16,510br290br890,4br2br10
202005050112,馬単,2 → 4,1460,3
202005050112,三連複,2 - 4 - 16,2390,5
202005050112,三連単,2 → 4 → 16,7930,11
202009030111,単勝,1,3350,10
202009030111,複勝,1br7br8,570br120br260,10br1br5
202009030111,枠連,1 - 4,900,3
202009030111,馬連,1 - 7,3360,11
202009030111,ワイド,1 - 7br1 - 8br7 - 8,"1,080br2,790br520",8br37br4
202009030111,馬単,1 → 7,11200,32
202009030111,三連複,1 - 7 - 8,7730,28
202009030111,三連単,1 → 7 → 8,83670,248
202005050501,単勝,8,130,1
202005050501,複勝,8br6br5,100br160br240,1br3br5
202005050501,枠連,3 - 4,300,1
202005050501,馬連,6 - 8,430,1
202005050501,ワイド,6 - 8br5 - 8br5 - 6,200br350br910,1br4br13
202005050501,馬単,8 → 6,500,1
202005050501,三連複,5 - 6 - 8,1340,4
202005050501,三連単,8 → 6 → 5,2790,6
202004040308,単勝,11,920,4
202004040308,複勝,11br14br7,380br730br560,6br10br8
202004040308,枠連,7 - 8,1130,5
202004040308,馬連,11 - 14,9970,45
202004040308,ワイド,11 - 14br7 - 11br7 - 14,"3,410br2,510br3,400",50br38br49
202004040308,馬単,11 → 14,17160,74
202004040308,三連複,7 - 11 - 14,38760,154
202004040308,三連単,11 → 14 → 7,196180,781
202009040305,単勝,8,230,1
202009040305,複勝,8br4br9,130br150br170,1br3br4
202009040305,枠連,4 - 6,520,2
202009040305,馬連,4 - 8,630,2
202009040305,ワイド,4 - 8br8 - 9br4 - 9,310br370br610,2br3br6
202009040305,馬単,8 → 4,890,2
202009040305,三連複,4 - 8 - 9,1490,3
202009040305,三連単,8 → 4 → 9,4000,5
202104020609,単勝,5,780,4
202104020609,複勝,5br13br1,240br270br170,4br6br2
202104020609,枠連,4 - 8,2760,11
202104020609,馬連,5 - 13,4080,15
202104020609,ワイド,5 - 13br1 - 5br1 - 13,"1,370br580br1,220",16br5br11
202104020609,馬単,5 → 13,8060,31
202104020609,三連複,1 - 5 - 13,7260,22
202104020609,三連単,5 → 13 → 1,56950,179
202005030403,単勝,5,460,2
202005030403,複勝,5br6br13,"240br1,970br240",2br11br3
202005030403,枠連,3 - 3,28430,30
202005030403,馬連,5 - 6,33740,46
202005030403,ワイド,5 - 6br5 - 13br6 - 13,"7,240br740br6,580",46br7br42
202005030403,馬単,5 → 6,56180,77
202005030403,三連複,5 - 6 - 13,58030,102
202005030403,三連単,5 → 6 → 13,359180,567
202007020903,単勝,5,240,1
202007020903,複勝,5br1br8,140br240br460,1br4br8
202007020903,枠連,1 - 4,850,3
202007020903,馬連,1 - 5,690,2
202007020903,ワイド,1 - 5br5 - 8br1 - 8,"320br1,140br1,910",2br17br23
202007020903,馬単,5 → 1,1150,2
202007020903,三連複,1 - 5 - 8,6020,23
202007020903,三連単,5 → 1 → 8,17130,53
202105030111,単勝,10,600,3
202105030111,複勝,10br9br8,230br210br460,4br3br8
202105030111,枠連,5 - 5,2090,11
