,0,1,2,3
202004010207,ワイド,12 - 14br9 - 12br9 - 14,"590br2,050br2,270",1br29br33
202004010207,馬単,12 → 14,3180,2
202004010207,三連複,9 - 12 - 14,11990,44
202004010207,三連単,12 → 14 → 9,55170,144
202006040306,単勝,8,4710,11
202006040306,複勝,8br3br7,810br180br220,10br3br4
202006040306,枠連,3 - 7,4790,19
202006040306,馬連,3 - 8,8850,30
202006040306,ワイド,3 - 8br7 - 8br3 - 7,"2,740br4,060br670",33br42br7
202006040306,馬単,8 → 3,28730,71
202006040306,三連複,3 - 7 - 8,25920,82
202006040306,三連単,8 → 3 → 7,257830,614
202006010911,単勝,11,300,1
202006010911,複勝,11br10br2,150br220br210,2br4br3
202006010911,枠連,7 - 8,650,2
202006010911,馬連,10 - 11,1200,5
202006010911,ワイド,10 - 11br2 - 11br2 - 10,520br580br810,6br8br12
202006010911,馬単,11 → 10,1980,4
202006010911,三連複,2 - 10 - 11,2540,8
202006010911,三連単,11 → 10 → 2,10540,22
202007010311,単勝,2,460,2
202007010311,複勝,2br6br4,"180br230br1,490",2br3br15
202007010311,枠連,1 - 3,1090,4
202007010311,馬連,2 - 6,1050,2
202007010311,ワイド,2 - 6br2 - 4br4 - 6,"490br3,650br3,810",2br36br40
202007010311,馬単,2 → 6,2220,4
202007010311,三連複,2 - 4 - 6,16710,43
202007010311,三連単,2 → 6 → 4,66310,183
202010011110,単勝,1,3310,9
202010011110,複勝,1br4br14,"770br1,140br220",9br11br2
202010011110,枠連,1 - 2,9370,24
202010011110,馬連,1 - 4,30690,65
202010011110,ワイド,1 - 4br1 - 14br4 - 14,"9,790br2,240br2,630",67br28br34
202010011110,馬単,1 → 4,72370,130
202010011110,三連複,1 - 4 - 14,58090,149
202010011110,三連単,1 → 4 → 14,475880,1043
202005050902,単勝,6,340,2
202005050902,複勝,6br16br18,"180br360br1,360",2br6br9
202005050902,枠連,3 - 8,1940,8
202005050902,馬連,6 - 16,2340,8
202005050902,ワイド,6 - 16br6 - 18br16 - 18,"920br2,750br5,970",11br26br37
202005050902,馬単,6 → 16,4070,16
202005050902,三連複,6 - 16 - 18,29090,64
202005050902,三連単,6 → 16 → 18,91120,232
202109020505,単勝,9,1310,6
202109020505,複勝,9br12br14,310br290br210,6br5br2
202109020505,枠連,5 - 6,3670,17
202109020505,馬連,9 - 12,7410,34
202109020505,ワイド,9 - 12br9 - 14br12 - 14,"2,020br1,160br750",29br10br4
202109020505,馬単,9 → 12,15560,69
202109020505,三連複,9 - 12 - 14,11460,35
202109020505,三連単,9 → 12 → 14,83610,292
202009020312,単勝,3,340,2
202009020312,複勝,3br8br5,150br460br390,2br7br6
202009020312,枠連,3 - 6,2730,12
202009020312,馬連,3 - 8,4290,16
202009020312,ワイド,3 - 8br3 - 5br5 - 8,"1,340br920br3,720",17br11br30
202009020312,馬単,3 → 8,6660,26
202009020312,三連複,3 - 5 - 8,15890,48
202009020312,三連単,3 → 8 → 5,71150,189
202109020906,単勝,14,290,1
202109020906,複勝,14br1br8,"150br340br2,360",1br5br12
202109020906,枠連,1 - 8,1360,5
202109020906,馬連,1 - 14,1970,7
202109020906,ワイド,1 - 14br8 - 14br1 - 8,"830br6,080br11,470",8br51br59
202109020906,馬単,14 → 1,2550,6
202109020906,三連複,1 - 8 - 14,58520,142
202109020906,三連単,14 → 1 → 8,170730,531
202105010302,単勝,10,590,2
202105010302,複勝,10br8br14,140br180br110,2br4br1
202105010302,枠連,4 - 5,2060,9
202105010302,馬連,8 - 10,2310,10
202105010302,ワイド,8 - 10br10 - 14br8 - 14,700br270br340,10br2br4
202105010302,馬単,10 → 8,4710,18
202105010302,三連複,8 - 10 - 14,1440,4
202105010302,三連単,10 → 8 → 14,13600,45
202004040402,単勝,5,650,4
202004040402,複勝,5br3br4,220br590br290,4br7br5
202004040402,枠連,3 - 5,13250,24
202004040402,馬連,3 - 5,8870,21
202004040402,ワイド,3 - 5br4 - 5br3 - 4,"2,690br1,090br1,690",23br14br18
202004040402,馬単,5 → 3,15150,39
202004040402,三連複,3 - 4 - 5,20380,49
202004040402,三連単,5 → 3 → 4,127010,269
202110020805,単勝,2,420,2
202110020805,複勝,2br5br3,180br250br540,2br4br9
202110020805,枠連,2 - 4,1260,5
202110020805,馬連,2 - 5,1300,3
202110020805,ワイド,2 - 5br2 - 3br3 - 5,"500br1,430br2,130",3br19br29
202110020805,馬単,2 → 5,2540,7
202110020805,三連複,2 - 3 - 5,10250,38
202110020805,三連単,2 → 5 → 3,40810,150
202106010104,単勝,4,380,2
202106010104,複勝,4br6br2,150br110br680,2br1br11
202106010104,枠連,3 - 4,420,1
202106010104,馬連,4 - 6,430,1
202106010104,ワイド,4 - 6br2 - 4br2 - 6,"220br3,280br1,660",1br32br18
202106010104,馬単,4 → 6,1080,2
202106010104,三連複,2 - 4 - 6,6550,21
202106010104,三連単,4 → 6 → 2,29050,87
202007010102,単勝,5,460,2
202007010102,複勝,5br12br3,180br480br190,3br8br4
202007010102,枠連,5 - 8,2450,12
202007010102,馬連,5 - 12,5220,21
202007010102,ワイド,5 - 12br3 - 5br3 - 12,"1,530br620br2,010",21br7br23
202007010102,馬単,5 → 12,8420,39
202007010102,三連複,3 - 5 - 12,9320,33
202007010102,三連単,5 → 12 → 3,53540,200
202109020907,単勝,5,200,1
202109020907,複勝,5br1,120br140,1br3
202109020907,馬連,1 - 5,410,2
202109020907,ワイド,1 - 5br3 - 5br1 - 3,"180br840br1,460",2br9br15
202109020907,馬単,5 → 1,650,3
202109020907,三連複,1 - 3 - 5,2850,9
202109020907,三連単,5 → 1 → 3,7540,23
202007030408,単勝,10,640,5
202007030408,複勝,10br13br15,210br140br170,5br1br3
202007030408,枠連,5 - 7,730,2
202007030408,馬連,10 - 13,1430,6
202007030408,ワイド,10 - 13br10 - 15br13 - 15,530br860br310,6br8br2
202007030408,馬単,10 → 13,2870,9
202007030408,三連複,10 - 13 - 15,2560,5
202007030408,三連単,10 → 13 → 15,13460,21
202008010301,単勝,8,490,2
202008010301,複勝,8br11br15,190br250br300,3br4br6
202008010301,枠連,4 - 6,2390,15
202008010301,馬連,8 - 11,1850,6
202008010301,ワイド,8 - 11br8 - 15br11 - 15,690br680br960,6br4br14
202008010301,馬単,8 → 11,3880,12
202008010301,三連複,8 - 11 - 15,5490,17
202008010301,三連単,8 → 11 → 15,28140,88
202105010304,単勝,12,400,2
202105010304,複勝,12br7br15,"190br440br1,480",2br8br14
202105010304,枠連,4 - 6,1300,5
202105010304,馬連,7 - 12,5360,19
202105010304,ワイド,7 - 12br12 - 15br7 - 15,"1,660br3,290br5,900",16br35br58
202105010304,馬単,12 → 7,8780,31
202105010304,三連複,7 - 12 - 15,60430,157
202105010304,三連単,12 → 7 → 15,285130,747
202007030503,単勝,4,200,1
202007030503,複勝,4br7br9,110br150br370,1br2br5
202007030503,枠連,2 - 4,450,1
202007030503,馬連,4 - 7,440,1
202007030503,ワイド,4 - 7br4 - 9br7 - 9,"230br860br1,740",1br9br18
202007030503,馬単,4 → 7,710,1
202007030503,三連複,4 - 7 - 9,3460,7
202007030503,三連単,4 → 7 → 9,10310,20
202008030506,単勝,3,720,3
202008030506,複勝,3br2br10,210br270br280,4br5br6
202008030506,枠連,2 - 3,2190,9
202008030506,馬連,2 - 3,2380,10
202008030506,ワイド,2 - 3br3 - 10br2 - 10,"580br850br1,230",7br13br17
202008030506,馬単,3 → 2,3770,13
202008030506,三連複,2 - 3 - 10,7120,28
202008030506,三連単,3 → 2 → 10,40270,140
202109020903,単勝,10,140,1
202109020903,複勝,10br9br5,110br200br360,1br4br6
202109020903,枠連,5 - 5,520,3
202109020903,馬連,9 - 10,580,3
202109020903,ワイド,9 - 10br5 - 10br5 - 9,"280br620br2,240",3br6br19
202109020903,馬単,10 → 9,660,3
202109020903,三連複,5 - 9 - 10,3690,13
202109020903,三連単,10 → 9 → 5,7460,23
202106020712,単勝,16,330,1
202106020712,複勝,16br1br14,170br180br260,1br2br6
202106020712,枠連,1 - 8,470,1
202106020712,馬連,1 - 16,980,1
202106020712,ワイド,1 - 16br14 - 16br1 - 14,450br630br890,1br2br9
202106020712,馬単,16 → 1,1620,1
202106020712,三連複,1 - 14 - 16,2700,1
202106020712,三連単,16 → 1 → 14,10250,1
202008020711,単勝,17,430,1
202008020711,複勝,17br9br6,210br350br750,2br6br10
202008020711,枠連,5 - 8,2160,8
202008020711,馬連,9 - 17,3200,13
202008020711,ワイド,9 - 17br6 - 17br6 - 9,"1,280br3,030br4,690",13br34br51
202008020711,馬単,17 → 9,5300,22
202008020711,三連複,6 - 9 - 17,41730,130
202008020711,三連単,17 → 9 → 6,145450,439
202105010303,単勝,16,310,2
202105010303,複勝,16br5br13,140br110br150,2br1br4
202105010303,枠連,3 - 8,320,1
202105010303,馬連,5 - 16,380,1
202105010303,ワイド,5 - 16br13 - 16br5 - 13,200br380br300,1br4br3
202105010303,馬単,16 → 5,760,2
202105010303,三連複,5 - 13 - 16,740,1
202105010303,三連単,16 → 5 → 13,3080,3
202007030406,単勝,14,520,1
202007030406,複勝,14br6br16,"190br1,590br250",1br13br4
202007030406,枠連,3 - 7,1760,8
202007030406,馬連,6 - 14,15070,43
202007030406,ワイド,6 - 14br14 - 16br6 - 16,"6,000br790br4,530",51br5br43
202007030406,馬単,14 → 6,30030,88
202007030406,三連複,6 - 14 - 16,36260,110
202007030406,三連単,14 → 6 → 16,227340,685
202009030106,単勝,8,270,1
202009030106,複勝,8br4br12,140br140br310,2br1br6
202009030106,枠連,3 - 5,330,1
202009030106,馬連,4 - 8,410,1
202009030106,ワイド,4 - 8br8 - 12br4 - 12,230br990br780,1br14br10
202009030106,馬単,8 → 4,820,1
202009030106,三連複,4 - 8 - 12,2720,6
202009030106,三連単,8 → 4 → 12,9850,20
202008010902,単勝,11,200,1
202008010902,複勝,11br9br10,110br130br130,1br3br2
202008010902,枠連,7 - 8,230,1
202008010902,馬連,9 - 11,390,1
202008010902,ワイド,9 - 11br10 - 11br9 - 10,170br200br330,1br2br5
202008010902,馬単,11 → 9,540,1
202008010902,三連複,9 - 10 - 11,450,1
202008010902,三連単,11 → 9 → 10,1690,2
202004040101,単勝,4,330,2
202004040101,複勝,4br6br5,130br120br360,2br1br7
202004040101,枠連,3 - 4,400,1
202004040101,馬連,4 - 6,430,1
202004040101,ワイド,4 - 6br4 - 5br5 - 6,"210br1,010br760",1br13br9
202004040101,馬単,4 → 6,830,1
202004040101,三連複,4 - 5 - 6,2320,5
202004040101,三連単,4 → 6 → 5,8330,17
202101010412,単勝,2,240,1
202101010412,複勝,2br6br8,120br530br350,1br8br6
202101010412,枠連,2 - 6,4690,14
202101010412,馬連,2 - 6,4930,17
202101010412,ワイド,2 - 6br2 - 8br6 - 8,"1,650br650br4,150",18br7br33
202101010412,馬単,2 → 6,6830,24
202101010412,三連複,2 - 6 - 8,13700,44
202101010412,三連単,2 → 6 → 8,55350,177
202008020712,単勝,16,2210,9
202008020712,複勝,16br3br2,510br340br200,9br6br3
202008020712,枠連,2 - 8,2270,9
202008020712,馬連,3 - 16,11030,39
202008020712,ワイド,3 - 16br2 - 16br2 - 3,"3,380br1,470br760",42br18br5
202008020712,馬単,16 → 3,23720,84
202008020712,三連複,2 - 3 - 16,11030,35
202008020712,三連単,16 → 3 → 2,111640,390
202008040308,単勝,9,170,1
202008040308,複勝,9br4br3,110br120br140,1br2br3
202008040308,枠連,4 - 8,290,1
202008040308,馬連,4 - 9,370,1
202008040308,ワイド,4 - 9br3 - 9br3 - 4,170br210br380,1br2br6
202008040308,馬単,9 → 4,510,1
202008040308,三連複,3 - 4 - 9,630,1
202008040308,三連単,9 → 4 → 3,1570,1
202003010702,単勝,13,290,1
202003010702,複勝,13br10br12,"160br130br1,040",2br1br11
202003010702,枠連,5 - 7,340,1
202003010702,馬連,10 - 13,470,1
202003010702,ワイド,10 - 13br12 - 13br10 - 12,"300br2,750br3,090",1br30br31
202003010702,馬単,13 → 10,840,1
202003010702,三連複,10 - 12 - 13,8650,27
202003010702,三連単,13 → 10 → 12,21970,61
202007020703,単勝,3,190,1
202007020703,複勝,3br7br5,"120br170br1,210",1br3br10
202007020703,枠連,3 - 5,420,1
202007020703,馬連,3 - 7,530,2
202007020703,ワイド,3 - 7br3 - 5br5 - 7,"310br3,100br4,880",2br22br36
202007020703,馬単,3 → 7,870,2
202007020703,三連複,3 - 5 - 7,10500,29
202007020703,三連単,3 → 7 → 5,23890,70
202005050901,単勝,11,2520,9
202005050901,複勝,11br4br1,470br130br260,9br1br6
202005050901,枠連,2 - 6,2080,8
202005050901,馬連,4 - 11,3190,12
202005050901,ワイド,4 - 11br1 - 11br1 - 4,"1,330br2,450br570",25br31br4
202005050901,馬単,11 → 4,8480,39
202005050901,三連複,1 - 4 - 11,6850,25
202005050901,三連単,11 → 4 → 1,39780,143
202003010607,単勝,6,250,1
202003010607,複勝,6br8br10,160br600br600,1br8br9
202003010607,枠連,5 - 6,1230,5
202003010607,馬連,6 - 8,2620,8
202003010607,ワイド,6 - 8br6 - 10br8 - 10,"1,040br750br7,040",10br7br53
202003010607,馬単,6 → 8,4670,14
202003010607,三連複,6 - 8 - 10,19620,60
202003010607,三連単,6 → 8 → 10,65990,210
202006030708,単勝,4,540,2
202006030708,複勝,4br9br8,210br310br190,4br8br3
202006030708,枠連,4 - 7,2420,17
202006030708,馬連,4 - 9,3120,18
202006030708,ワイド,4 - 9br4 - 8br8 - 9,"1,100br580br1,230",20br2br21
202006030708,馬単,4 → 9,5780,34
202006030708,三連複,4 - 8 - 9,5630,25
202006030708,三連単,4 → 9 → 8,31980,133
202105020411,単勝,6,930,5
202105020411,複勝,6br11br3,280br450br290,4br9br5
202105020411,枠連,5 - 7,2750,14
202105020411,馬連,6 - 11,8380,33
202105020411,ワイド,6 - 11br3 - 6br3 - 11,"2,450br1,590br2,470",35br19br37
202105020411,馬単,6 → 11,13970,58
202105020411,三連複,3 - 6 - 11,25030,108
202105020411,三連単,6 → 11 → 3,165040,616
202005030710,単勝,8,18810,14
202005030710,複勝,8br10br9,"2,470br360br190",14br4br2
202005030710,枠連,5 - 6,2430,8
202005030710,馬連,8 - 10,115020,87
202005030710,ワイド,8 - 10br8 - 9br9 - 10,"20,010br10,590br1,130",82br69br13
202005030710,馬単,8 → 10,261680,177
202005030710,三連複,8 - 9 - 10,154360,236
202005030710,三連単,8 → 10 → 9,1677410,1646
202109011101,単勝,9,140,1
202109011101,複勝,9br6br5,110br170br310,1br2br6
202109011101,枠連,3 - 5,340,1
202109011101,馬連,6 - 9,460,1
202109011101,ワイド,6 - 9br5 - 9br5 - 6,240br480br910,2br4br10
202109011101,馬単,9 → 6,650,2
202109011101,三連複,5 - 6 - 9,1690,3
202109011101,三連単,9 → 6 → 5,4240,3
202006020908,単勝,6,220,1
202006020908,複勝,6br4br9,140br290br320,1br5br6
202006020908,枠連,4 - 6,830,5
202006020908,馬連,4 - 6,1320,4
202006020908,ワイド,4 - 6br6 - 9br4 - 9,"540br710br1,810",4br7br24
202006020908,馬単,6 → 4,2200,5
202006020908,三連複,4 - 6 - 9,4380,16
202006020908,三連単,6 → 4 → 9,17430,51
202005021210,単勝,14,1550,7
202005021210,複勝,14br5br3,470br670br560,7br10br9
202005021210,枠連,4 - 8,1180,3
202005021210,馬連,5 - 14,19100,52
202005021210,ワイド,5 - 14br3 - 14br3 - 5,"4,260br4,200br3,820",53br52br47
202005021210,馬単,14 → 5,32120,98
202005021210,三連複,3 - 5 - 14,99950,175
202005021210,三連単,14 → 5 → 3,461690,989
202006020909,単勝,3,950,3
202006020909,複勝,3br7br6,210br250br120,3br5br1
202006020909,枠連,3 - 6,900,4
202006020909,馬連,3 - 7,5040,16
202006020909,ワイド,3 - 7br3 - 6br6 - 7,920br370br430,12br2br4
202006020909,馬単,3 → 7,8950,26
202006020909,三連複,3 - 6 - 7,2570,8
202006020909,三連単,3 → 7 → 6,22560,76
202001010301,単勝,3,290,2
202001010301,複勝,3br5br1,"140br1,250br650",1br8br6
202001010301,枠連,3 - 5,7350,18
202001010301,馬連,3 - 5,6820,16
202001010301,ワイド,3 - 5br1 - 3br1 - 5,"2,120br1,510br6,970",18br13br29
202001010301,馬単,3 → 5,11160,26
202001010301,三連複,1 - 3 - 5,25260,40
202001010301,三連単,3 → 5 → 1,128300,190
202007010111,単勝,3,250,1
202007010111,複勝,3br6br5,140br250br250,1br5br4
202007010111,枠連,3 - 5,790,3
202007010111,馬連,3 - 6,1280,4
202007010111,ワイド,3 - 6br3 - 5br5 - 6,520br670br640,4br8br5
202007010111,馬単,3 → 6,1890,7
202007010111,三連複,3 - 5 - 6,4520,15
202007010111,三連単,3 → 6 → 5,16860,53
202106030304,単勝,2,370,2
202106030304,複勝,2br14br6,130br110br530,2br1br8
202106030304,枠連,1 - 7,350,1
202106030304,馬連,2 - 14,300,1
202106030304,ワイド,2 - 14br2 - 6br6 - 14,"180br1,010br1,170",1br11br13
202106030304,馬単,2 → 14,810,2
202106030304,三連複,2 - 6 - 14,2540,7
202106030304,三連単,2 → 14 → 6,11500,33
202008030611,単勝,7,340,2
202008030611,複勝,7br8br11,130br140br120,2br3br1
202008030611,枠連,6 - 6,850,3
202008030611,馬連,7 - 8,800,3
202008030611,ワイド,7 - 8br7 - 11br8 - 11,280br170br280,2br1br3
202008030611,馬単,7 → 8,1490,5
202008030611,三連複,7 - 8 - 11,590,1
202008030611,三連単,7 → 8 → 11,3660,7
202008030504,単勝,8,1200,4
202008030504,複勝,8br3br9,210br110br120,5br1br2
202008030504,枠連,3 - 7,210,1
202008030504,馬連,3 - 8,820,4
202008030504,ワイド,3 - 8br8 - 9br3 - 9,390br570br160,5br8br1
202008030504,馬単,8 → 3,3140,12
202008030504,三連複,3 - 8 - 9,870,2
202008030504,三連単,8 → 3 → 9,9300,30
202002020307,単勝,10,180,1
202002020307,複勝,10br11br8,110br150br130,1br3br2
202002020307,枠連,8 - 8,650,3
202002020307,馬連,10 - 11,640,2
202002020307,ワイド,10 - 11br8 - 10br8 - 11,290br220br630,2br1br8
202002020307,馬単,10 → 11,890,2
202002020307,三連複,8 - 10 - 11,1010,1
202002020307,三連単,10 → 11 → 8,3310,3
202003020101,単勝,5,680,3
202003020101,複勝,5br3br10,260br780br880,4br7br8
202003020101,枠連,3 - 4,3170,13
202003020101,馬連,3 - 5,9940,25
202003020101,ワイド,3 - 5br5 - 10br3 - 10,"2,220br2,910br8,180",21br28br56
202003020101,馬単,5 → 3,16800,42
202003020101,三連複,3 - 5 - 10,81330,144
202003020101,三連単,5 → 3 → 10,339810,633
202105010307,単勝,5,480,3
202105010307,複勝,5br3br11,"200br150br1,480",3br1br11
202105010307,枠連,2 - 3,370,1
202105010307,馬連,3 - 5,700,1
202105010307,ワイド,3 - 5br5 - 11br3 - 11,"370br5,700br4,280",2br47br42
202105010307,馬単,5 → 3,1600,3
202105010307,三連複,3 - 5 - 11,19160,60
202105010307,三連単,5 → 3 → 11,62510,209
202006030401,単勝,12,410,2
202006030401,複勝,12br1br11,160br340br210,2br6br4
202006030401,枠連,1 - 7,1430,7
202006030401,馬連,1 - 12,2440,11
202006030401,ワイド,1 - 12br11 - 12br1 - 11,"620br500br1,380",9br4br16
202006030401,馬単,12 → 1,3450,17
202006030401,三連複,1 - 11 - 12,4480,17
202006030401,三連単,12 → 1 → 11,18320,70
202101010411,単勝,10,480,2
202101010411,複勝,10br8br16,"220br440br2,430",2br7br14
202101010411,枠連,4 - 5,2410,13
202101010411,馬連,8 - 10,4140,19
202101010411,ワイド,8 - 10br10 - 16br8 - 16,"1,190br8,220br13,850",17br54br74
202101010411,馬単,10 → 8,6540,31
202101010411,三連複,8 - 10 - 16,114630,190
202101010411,三連単,10 → 8 → 16,425170,798
202104010107,単勝,4,480,2
202104010107,複勝,4br2br12,180br340br270,2br7br6
202104010107,枠連,2 - 3,1850,10
202104010107,馬連,2 - 4,2220,9
202104010107,ワイド,2 - 4br4 - 12br2 - 12,"860br1,360br1,100",9br18br14
202104010107,馬単,4 → 2,2760,7
202104010107,三連複,2 - 4 - 12,8350,24
202104010107,三連単,4 → 2 → 12,35490,111
202010020807,単勝,2,350,1
202010020807,複勝,2br10br8,180br230br480,1br4br9
202010020807,枠連,2 - 6,720,2
202010020807,馬連,2 - 10,2090,5
202010020807,ワイド,2 - 10br2 - 8br8 - 10,"760br1,940br1,540",6br27br20
202010020807,馬単,2 → 10,3260,8
202010020807,三連複,2 - 8 - 10,10620,37
202010020807,三連単,2 → 10 → 8,42800,120
202007020704,単勝,3,1950,8
202007020704,複勝,3br10br16,"600br310br1,880",7br4br14
202007020704,枠連,2 - 5,3410,15
202007020704,馬連,3 - 10,9590,32
202007020704,ワイド,3 - 10br3 - 16br10 - 16,"2,780br15,930br11,700",31br95br85
202007020704,馬単,3 → 10,19510,63
202007020704,三連複,3 - 10 - 16,258650,372
202007020704,三連単,3 → 10 → 16,1110190,1868
202006040212,単勝,7,770,5
202006040212,複勝,7br9br4,290br250br380,5br4br7
202006040212,枠連,4 - 5,1410,5
202006040212,馬連,7 - 9,2450,9
202006040212,ワイド,7 - 9br4 - 7br4 - 9,"890br1,090br1,310",9br13br17
202006040212,馬単,7 → 9,5270,20
202006040212,三連複,4 - 7 - 9,7800,21
202006040212,三連単,7 → 9 → 4,40090,118
202006040211,単勝,10,720,4
202006040211,複勝,10br16br2,260br250br630,4br3br11
202006040211,枠連,5 - 8,1560,6
202006040211,馬連,10 - 16,2050,6
202006040211,ワイド,10 - 16br2 - 10br2 - 16,"840br2,500br3,190",6br25br41
202006040211,馬単,10 → 16,4790,15
202006040211,三連複,2 - 10 - 16,23350,78
202006040211,三連単,10 → 16 → 2,85830,254
202009040611,単勝,14,16300,18
202009040611,複勝,14br13br18,"3,220br430br810",18br7br9
202009040611,枠連,7 - 7,2530,12
202009040611,馬連,13 - 14,80010,112
202009040611,ワイド,13 - 14br14 - 18br13 - 18,"17,640br36,660br3,750",109br136br39
202009040611,馬単,14 → 13,176170,234
202009040611,三連複,13 - 14 - 18,382480,504
202009040611,三連単,14 → 13 → 18,3302390,3288
